datetime,light,twilight,interp,excluded
2018-06-13T03:11:58.000Z,1.79442235568753,0,FALSE,FALSE
2018-06-13T03:16:58.000Z,1.31120462339465,0,FALSE,FALSE
2018-06-13T03:21:58.000Z,1.31120462339465,0,FALSE,FALSE
2018-06-13T03:26:58.000Z,1.31120462339465,0,FALSE,FALSE
2018-06-13T03:31:58.000Z,1.31120462339465,0,FALSE,FALSE
2018-06-13T03:36:58.000Z,1.31120462339465,0,FALSE,FALSE
2018-06-13T03:41:58.000Z,1.31120462339465,0,FALSE,FALSE
2018-06-13T03:46:58.000Z,1.30358070467889,0,FALSE,FALSE
2018-06-13T03:51:58.000Z,1.31120462339465,0,FALSE,FALSE
2018-06-13T03:56:58.000Z,1.31120462339465,0,FALSE,FALSE
2018-06-13T04:01:58.000Z,1.31120462339465,0,FALSE,FALSE
2018-06-13T04:06:58.000Z,1.31120462339465,0,FALSE,FALSE
2018-06-13T04:11:58.000Z,1.31120462339465,0,FALSE,FALSE
2018-06-13T04:16:58.000Z,1.31120462339465,0,FALSE,FALSE
2018-06-13T04:21:58.000Z,1.31120462339465,0,FALSE,FALSE
2018-06-13T04:26:58.000Z,1.31120462339465,0,FALSE,FALSE
2018-06-13T04:31:58.000Z,1.31120462339465,0,FALSE,FALSE
2018-06-13T04:36:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T04:41:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T04:46:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T04:51:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T04:56:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T05:01:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T05:06:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T05:11:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T05:16:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T05:21:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T05:26:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T05:31:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T05:36:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T05:41:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T05:46:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T05:51:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T05:56:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T06:01:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T06:06:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T06:11:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T06:16:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T06:21:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T06:26:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T06:31:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T06:36:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T06:41:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T06:46:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T06:51:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T06:56:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T07:01:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T07:06:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T07:11:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T07:16:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T07:21:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T07:26:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T07:31:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T07:36:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T07:41:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T07:46:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T07:51:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T07:56:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T08:01:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T08:06:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T08:11:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T08:16:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T08:21:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T08:26:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T08:31:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T08:36:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T08:41:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T08:46:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T08:51:58.000Z,0.414337263010004,0,FALSE,FALSE
2018-06-13T08:56:58.000Z,0.414337263010004,0,FALSE,FALSE
